YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity
2011-12-01,SILVER DIAMANTE PEN IN GIFT BOX,6,0,1,0,0,0,0,0,1,0,11.0,4.0,3.0,0.0,0.0,1.0,7.0
2011-12-01,SILVER FABRIC MIRROR,1,0,1,0,0,0,0,0,1,0,218.0,10.0,1.0,0.0,0.0,1.0,50.0
2011-12-01,SILVER FISHING GNOME ,1,1,0,0,0,0,1,0,0,0,12.0,2.0,2.0,0.0,0.0,1.0,5.0
2011-11-01,SILVER GLASS T-LIGHT SET,1,1,1,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
2011-11-01,SILVER GLITTER FLOWER VOTIVE HOLDER,127,12,0,0,0,0,1,0,0,0,614.0,12.0,1.0,0.0,0.0,1.0,99.0
2011-12-01,SILVER HANGING T-LIGHT HOLDER,17,6,0,0,0,0,0,0,1,0,783.0,41.0,2.0,0.0,0.0,3.0,543.0
2011-12-01,SILVER HEARTS TABLE DECORATION,22,5,0,0,0,0,0,0,1,0,136.0,22.0,6.0,0.0,0.0,3.0,136.0
2011-11-01,SILVER HOOP EARRINGS WITH FLOWER,2,2,0,0,0,0,0,1,0,0,4.0,1.0,1.0,0.0,0.0,0.0,4.0
2011-12-01,SILVER JEWELLED MIRROR TRINKET TRAY,3,0,2,0,0,0,1,0,0,0,11.0,4.0,2.0,0.0,0.0,1.0,6.0
2011-11-01,SILVER M.O.P ORBIT BRACELET,3,1,1,0,0,0,0,0,1,0,5.0,1.0,1.0,0.0,0.0,0.0,5.0
2011-12-01,SILVER M.O.P ORBIT DROP EARRINGS,-1,0,0,0,0,1,1,0,0,0,6.0,0.0,5.0,0.0,0.0,0.0,4.0
2011-11-01,SILVER MINI TAPE MEASURE ,13,0,3,0,0,0,1,0,0,0,7.0,0.0,1.0,0.0,0.0,0.0,32.0
2011-12-01,SILVER MUG BONE CHINA TREE OF LIFE,54,3,0,0,0,0,0,0,1,0,289.0,31.0,8.0,0.0,0.0,1.0,231.0
2011-12-01,SILVER OVAL SHAPE TRINKET BOX,2,0,2,0,0,0,0,1,0,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
2011-11-01,SILVER PHOTO FRAME,7,2,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
2011-12-01,SILVER PLATE CANDLE BOWL SMALL,13,1,1,0,0,0,0,0,1,0,26.0,2.0,2.0,0.0,0.0,1.0,54.0
2011-12-01,SILVER STANDING GNOME   ,1,0,1,0,0,0,0,0,1,0,4.0,1.0,1.0,0.0,0.0,0.0,4.0
2011-12-01,SILVER STARS TABLE DECORATION,19,2,1,0,0,0,0,0,1,0,359.0,41.0,10.0,0.0,0.0,1.0,316.0
2011-12-01,SILVER T-LIGHT SETTING,4,0,2,0,0,0,0,0,1,0,3.0,0.0,1.0,0.0,0.0,0.0,19.0
2011-11-01,SILVER TEDDY BEAR,24,4,2,0,0,2,1,0,0,0,5.0,0.0,2.0,0.0,0.0,0.0,4.0
2011-11-01,SILVER VANILLA  FLOWER CANDLE POT,11,2,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,13.0
2011-11-01,SILVER/AMETHYST DROP EARRINGS LEAF,5,1,4,0,0,0,1,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
2011-12-01,SINGLE ANTIQUE ROSE HOOK IVORY,48,7,0,0,0,2,0,0,1,0,168.0,23.0,0.0,0.0,0.0,2.0,232.0
2011-12-01,SINGLE HEART ZINC T-LIGHT HOLDER,490,14,4,1,0,0,0,0,1,0,463.0,22.0,17.0,0.0,0.0,4.0,606.0
2011-12-01,SINGLE WIRE HOOK IVORY HEART,1,1,0,0,0,0,0,0,1,0,33.0,3.0,3.0,0.0,0.0,2.0,128.0
2011-12-01,SINGLE WIRE HOOK PINK HEART,1,1,0,0,0,0,0,0,1,0,2.0,2.0,0.0,0.0,0.0,1.0,50.0
2011-12-01,SKETCHBOOK MAGNETIC SHOPPING LIST,4,2,1,0,0,0,0,0,1,0,258.0,39.0,19.0,0.0,0.0,7.0,239.0
2011-12-01,SKULL AND CROSSBONES  GARLAND ,20,3,2,0,0,0,1,0,0,0,129.0,6.0,6.0,1.0,0.0,0.0,84.0
2011-12-01,SKULL DESIGN TV DINNER TRAY,1,0,1,0,0,0,0,0,1,0,67.0,12.0,5.0,0.0,0.0,7.0,62.0
2011-12-01,SKULL LUNCH BOX WITH CUTLERY ,33,8,2,0,0,0,0,0,1,0,200.0,28.0,16.0,0.0,0.0,0.0,175.0
2011-12-01,SKULL SHOULDER BAG,92,4,8,0,0,1,0,0,1,0,459.0,14.0,38.0,0.0,0.0,2.0,171.0
2011-12-01,SKULLS  DESIGN  COTTON TOTE BAG,5,0,2,0,0,0,0,0,1,0,31.0,5.0,6.0,0.0,0.0,0.0,11.0
2011-12-01,SKULLS  STICKERS,36,3,0,0,0,0,0,0,1,0,152.0,9.0,8.0,0.0,0.0,1.0,93.0
2011-12-01,SKULLS  WATER TRANSFER TATTOOS ,55,4,2,0,0,0,0,0,1,0,373.0,13.0,12.0,1.0,0.0,0.0,122.0
2011-12-01,SKULLS AND CROSSBONES WRAP,100,2,0,0,0,2,1,0,0,0,875.0,17.0,0.0,0.0,0.0,1.0,595.0
2011-12-01,SKULLS DESIGN FLANNEL,14,1,1,0,0,0,0,0,1,0,62.0,5.0,15.0,0.0,0.0,0.0,47.0
2011-12-01,SKULLS GREETING CARD,37,2,1,0,0,1,1,0,0,0,136.0,10.0,3.0,0.0,0.0,0.0,209.0
2011-12-01,SKULLS PARTY BAG + STICKER SET,27,4,0,0,0,1,0,0,1,0,84.0,15.0,3.0,0.0,0.0,0.0,55.0
2011-12-01,SKULLS SQUARE TISSUE BOX,4,0,2,0,0,0,0,0,1,0,79.0,6.0,3.0,0.0,0.0,0.0,140.0
2011-11-01,SKULLS STORAGE BOX LARGE,9,1,5,0,0,0,0,0,1,0,7.0,1.0,2.0,0.0,0.0,0.0,6.0
2011-12-01,SKULLS STORAGE BOX SMALL,1,1,0,0,0,0,1,0,0,0,23.0,4.0,4.0,0.0,0.0,0.0,9.0
2011-12-01,SKULLS TAPE,3,0,2,0,0,0,1,0,0,0,55.0,4.0,4.0,0.0,0.0,1.0,26.0
2011-12-01,SKULLS WRITING SET ,19,3,3,0,0,0,0,0,1,0,159.0,34.0,15.0,0.0,0.0,0.0,80.0
2011-12-01,SLATE TILE NATURAL HANGING,12,3,2,0,0,0,0,0,1,0,200.0,13.0,7.0,0.0,0.0,3.0,107.0
2011-12-01,SLEEPING CAT ERASERS,61,2,1,0,0,0,0,0,1,0,703.0,29.0,17.0,0.0,0.0,1.0,374.0
2011-12-01,SMALL CAMPHOR WOOD FIELD  MUSHROOM,3,0,3,0,0,0,1,0,0,0,7.0,1.0,1.0,0.0,0.0,0.0,14.0
2011-12-01,SMALL CERAMIC TOP STORAGE JAR ,128,5,2,1,0,0,0,0,1,0,1835.0,22.0,14.0,0.0,0.0,3.0,1301.0
2011-12-01,SMALL CHINESE STYLE SCISSOR,80,1,0,0,0,0,1,0,0,0,625.0,9.0,0.0,0.0,0.0,0.0,81.0
2011-12-01,SMALL CHOCOLATES PINK BOWL,68,5,4,0,0,0,0,0,1,0,252.0,15.0,8.0,0.0,0.0,3.0,154.0
2011-12-01,SMALL DECO JEWELLERY STAND,7,4,0,0,0,0,0,0,1,0,11.0,5.0,0.0,0.0,0.0,0.0,13.0
2011-12-01,SMALL DOLLY MIX DESIGN ORANGE BOWL,134,7,5,0,0,0,0,0,1,0,904.0,47.0,13.0,0.0,0.0,8.0,397.0
2011-12-01,SMALL FOLDING SCISSOR(POINTED EDGE),24,1,0,0,0,0,0,0,1,0,492.0,7.0,0.0,0.0,0.0,2.0,196.0
2011-12-01,SMALL FOLKART STAR CHRISTMAS DEC,1,0,1,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,111.0
2011-12-01,SMALL GLASS HEART TRINKET POT,75,11,5,0,0,0,0,0,1,0,379.0,39.0,14.0,0.0,0.0,2.0,263.0
2011-11-01,SMALL GLASS SUNDAE DISH CLEAR,102,4,0,0,0,1,0,0,1,0,4.0,2.0,0.0,0.0,0.0,0.0,65.0
2011-12-01,SMALL HAMMERED SILVER CANDLEPOT ,6,1,0,0,0,0,0,0,1,0,46.0,6.0,1.0,0.0,0.0,0.0,68.0
2011-12-01,SMALL HANGING IVORY/RED WOOD BIRD,111,3,3,0,0,1,0,0,1,0,516.0,27.0,17.0,0.0,0.0,14.0,386.0
2011-12-01,SMALL HEART FLOWERS HOOK ,6,2,1,0,0,0,0,0,1,0,65.0,7.0,4.0,0.0,0.0,2.0,127.0
2011-12-01,SMALL HEART MEASURING SPOONS,77,6,4,0,0,1,0,0,1,0,422.0,24.0,29.0,0.0,0.0,9.0,296.0
2011-12-01,SMALL IVORY HEART WALL ORGANISER,62,1,0,0,0,1,0,0,1,0,90.0,17.0,5.0,0.0,0.0,2.0,53.0
2011-12-01,SMALL KITCHEN FLOWER POTS PLAQUE,2,1,0,0,0,0,0,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,SMALL LICORICE DES PINK BOWL,13,1,2,0,0,0,0,0,1,0,13.0,1.0,1.0,0.0,0.0,0.0,17.0
2011-12-01,SMALL MARSHMALLOWS PINK BOWL,68,5,5,0,0,0,0,0,1,0,600.0,33.0,11.0,0.0,0.0,7.0,436.0
2011-12-01,SMALL MEDINA STAMPED METAL BOWL ,1,0,0,0,0,1,1,0,0,0,38.0,5.0,3.0,0.0,0.0,2.0,25.0
2011-12-01,SMALL PARISIENNE HEART PHOTO FRAME ,36,9,0,0,0,0,0,0,1,0,58.0,14.0,1.0,0.0,0.0,0.0,126.0
2011-12-01,SMALL PINK GLASS SUNDAE DISH,6,1,0,0,0,0,0,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,204.0
2011-12-01,SMALL PINK MAGIC CHRISTMAS TREE,2,1,0,0,0,0,1,0,0,0,5.0,2.0,0.0,0.0,0.0,0.0,159.0
2011-12-01,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,2,0,0,0,0,0,0,1,0,99.0,7.0,1.0,0.0,0.0,0.0,56.0
2011-11-01,SMALL POP BOX FUNKY MONKEY,58,10,13,0,0,3,0,0,1,0,29.0,4.0,7.0,0.0,0.0,2.0,19.0
2011-12-01,"SMALL POP BOX,FUNKY MONKEY",1,0,1,0,0,0,1,0,0,0,3.0,0.0,1.0,0.0,0.0,1.0,12.0
2011-12-01,SMALL POPCORN HOLDER,277,10,2,0,0,1,0,0,1,0,794.0,13.0,4.0,0.0,0.0,2.0,424.0
2011-12-01,SMALL PURPLE BABUSHKA NOTEBOOK ,36,3,0,0,0,0,0,0,1,0,105.0,12.0,14.0,0.0,0.0,8.0,101.0
2011-12-01,SMALL RED BABUSHKA NOTEBOOK ,14,1,0,0,0,1,0,0,1,0,234.0,20.0,20.0,0.0,0.0,13.0,163.0
2011-12-01,SMALL RED RETROSPOT MUG IN BOX ,6,0,2,0,0,0,1,0,0,0,221.0,18.0,6.0,0.0,0.0,4.0,39.0
2011-12-01,SMALL RED RETROSPOT WINDMILL,60,5,0,0,0,1,0,0,1,0,119.0,10.0,2.0,0.0,0.0,1.0,178.0
2011-11-01,SMALL REGAL  SILVER CANDLEPOT ,14,3,0,0,0,0,1,0,0,0,12.0,2.0,0.0,0.0,0.0,0.0,13.0
2011-12-01,SMALL ROUND CUT GLASS CANDLESTICK,2,0,1,0,0,0,0,0,1,0,40.0,2.0,1.0,0.0,0.0,1.0,36.0
2011-12-01,SMALL SILVER FLOWER CANDLE POT,6,1,0,0,0,0,1,0,0,0,37.0,5.0,1.0,0.0,0.0,1.0,25.0
2011-11-01,SMALL SILVER TRELLIS CANDLEPOT,8,1,0,0,0,0,0,0,1,0,4.0,3.0,0.0,0.0,0.0,1.0,10.0
2011-12-01,SMALL SKULL WINDMILL,14,3,0,0,0,0,0,0,1,0,26.0,3.0,1.0,0.0,0.0,0.0,79.0
2011-12-01,SMALL SQUARE CUT GLASS CANDLESTICK,4,0,1,0,0,0,1,0,0,0,19.0,1.0,6.0,0.0,0.0,0.0,19.0
2011-12-01,SMALL STRIPES CHOCOLATE GIFT BAG ,16,1,0,0,0,0,1,0,0,0,48.0,3.0,0.0,0.0,0.0,0.0,51.0
2011-11-01,SMALL TALL CAMPHOR WOOD TOADSTOOL,8,1,2,0,0,0,0,0,1,0,15.0,3.0,2.0,0.0,0.0,0.0,27.0
2011-12-01,SMALL WHITE HEART OF WICKER,178,24,3,0,0,0,0,0,1,0,960.0,118.0,7.0,0.0,0.0,5.0,646.0
2011-12-01,SMALL WHITE RETROSPOT MUG IN BOX ,5,0,2,0,0,0,0,0,1,0,185.0,18.0,0.0,0.0,0.0,1.0,103.0
2011-12-01,SMALL YELLOW BABUSHKA NOTEBOOK ,3,0,1,0,0,1,0,0,1,0,169.0,18.0,17.0,0.0,0.0,10.0,102.0
2011-12-01,SMALL ZINC HEART WALL ORGANISER,29,2,0,0,0,0,0,0,1,0,7.0,2.0,0.0,0.0,0.0,0.0,53.0
2011-12-01,SMALLFOLKART BAUBLE CHRISTMAS DEC,4,0,2,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,54.0
2011-10-01,SMOKEY GREY COLOUR D.O.F. GLASS,9,2,0,0,0,0,1,0,0,0,48.0,1.0,0.0,0.0,0.0,0.0,89.0
2011-11-01,SNACK TRAY I LOVE LONDON,25,8,2,0,0,0,0,0,1,0,7.0,2.0,0.0,0.0,0.0,0.0,28.0
2011-12-01,SNOWFLAKE PORTABLE TABLE LIGHT ,2,0,1,0,0,0,0,0,1,0,157.0,21.0,14.0,0.0,0.0,2.0,127.0
2011-12-01,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,24,2,0,0,0,0,0,0,1,0,117.0,8.0,0.0,0.0,0.0,0.0,61.0
2011-12-01,SOAP DISH BROCANTE,1,1,0,0,0,0,0,0,1,0,27.0,8.0,0.0,0.0,0.0,0.0,116.0
2011-12-01,SOFT PINK ROSE TOWEL ,8,0,2,0,0,0,0,0,1,0,11.0,0.0,5.0,0.0,0.0,0.0,22.0
2011-12-01,SOLDIERS EGG CUP ,48,4,0,0,0,0,0,0,1,0,778.0,41.0,11.0,0.0,0.0,2.0,504.0
2011-11-01,SOMBRERO ,12,3,1,0,0,0,0,0,1,0,807.0,3.0,0.0,0.0,0.0,1.0,81.0
2011-12-01,SPACE CADET BLACK,2,0,1,0,0,0,1,0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,SPACE CADET RED,3,0,1,0,0,0,1,0,0,0,29.0,4.0,1.0,0.0,0.0,1.0,29.0
2011-12-01,SPACE CADET WHITE,3,0,2,0,0,0,1,0,0,0,15.0,4.0,2.0,0.0,0.0,0.0,3.0
2011-12-01,SPACE FROG,6,0,2,0,0,0,1,0,0,0,21.0,1.0,8.0,0.0,0.0,2.0,13.0
2011-12-01,SPACE OWL,7,0,2,0,0,0,1,0,0,0,60.0,7.0,9.0,0.0,0.0,1.0,27.0
2011-12-01,SPACEBOY BEAKER,238,3,2,1,0,0,0,0,1,0,359.0,21.0,16.0,1.0,0.0,0.0,550.0
2011-12-01,SPACEBOY BIRTHDAY CARD,272,11,3,1,0,0,0,0,1,0,631.0,38.0,15.0,1.0,0.0,3.0,734.0
2011-12-01,SPACEBOY CHILDRENS BOWL,51,6,1,0,0,0,0,0,1,0,297.0,29.0,7.0,1.0,0.0,1.0,369.0
2011-12-01,SPACEBOY CHILDRENS CUP,44,5,1,0,0,1,0,0,1,0,490.0,29.0,11.0,2.0,0.0,1.0,148.0
2011-12-01,SPACEBOY CHILDRENS EGG CUP,46,4,0,0,0,0,0,0,1,0,116.0,16.0,7.0,0.0,0.0,2.0,71.0
2011-12-01,SPACEBOY GIFT WRAP,100,4,0,0,0,0,1,0,0,0,775.0,20.0,0.0,0.0,0.0,1.0,709.0
2011-12-01,SPACEBOY LUNCH BOX ,477,10,3,1,0,1,0,0,1,0,1569.0,73.0,22.0,2.0,0.0,5.0,941.0
2011-12-01,SPACEBOY MINI BACKPACK,50,5,0,0,0,0,0,0,1,0,257.0,42.0,14.0,1.0,0.0,3.0,226.0
2011-12-01,SPACEBOY ROCKET LOLLY MAKERS,12,1,0,0,0,0,0,0,1,0,146.0,28.0,17.0,0.0,0.0,0.0,14.0
2011-12-01,SPACEBOY TV DINNER TRAY,8,1,1,0,0,1,0,0,1,0,33.0,9.0,12.0,0.0,0.0,2.0,15.0
2011-12-01,SPOTTY BUNTING,146,25,4,0,0,0,0,0,1,0,902.0,88.0,14.0,0.0,0.0,7.0,1016.0
2011-12-01,SPOTTY PINK DUCK DOORSTOP,2,1,0,0,0,0,0,0,1,0,30.0,8.0,7.0,0.0,0.0,1.0,25.0
2011-11-01,SQUARE CHERRY BLOSSOM CABINET,6,4,0,0,0,0,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,12.0
2011-11-01,SQUARE FLOOR CUSHION VINTAGE RED,13,1,4,0,0,5,1,0,0,0,15.0,2.0,2.0,0.0,0.0,2.0,4.0
2011-11-01,SQUARE MINI PORTRAIT FRAME,96,17,5,0,0,1,0,0,1,0,81.0,13.0,0.0,0.0,0.0,1.0,45.0
2011-10-01,SQUARECUSHION COVER PINK UNION FLAG,2,1,0,0,0,0,1,0,0,0,3.0,2.0,0.0,0.0,0.0,0.0,9.0
2011-12-01,SQUARECUSHION COVER PINK UNION JACK,4,1,1,0,0,0,0,0,1,0,4.0,2.0,1.0,0.0,0.0,1.0,24.0
2011-12-01,ST TROPEZ NECKLACE,1,0,1,0,0,0,0,0,1,0,6.0,1.0,1.0,0.0,0.0,0.0,5.0
2011-12-01,STANDING FAIRY POLE SUPPORT ,24,1,0,0,0,0,0,0,1,0,32.0,5.0,0.0,0.0,0.0,0.0,50.0
2011-12-01,STAR  T-LIGHT HOLDER ,7,0,2,0,0,0,1,0,0,0,29.0,5.0,0.0,0.0,0.0,0.0,18.0
2011-12-01,STAR DECORATION PAINTED ZINC ,24,3,2,0,0,0,0,0,1,0,1618.0,31.0,25.0,0.0,0.0,9.0,1384.0
2011-12-01,STAR DECORATION RUSTIC,12,2,0,0,0,0,0,0,1,0,658.0,28.0,17.0,0.0,0.0,1.0,415.0
2011-12-01,STAR PORTABLE TABLE LIGHT ,2,1,0,0,0,0,0,0,1,0,6.0,0.0,0.0,0.0,0.0,1.0,15.0
2011-12-01,STAR T-LIGHT HOLDER WILLIE WINKIE,60,5,0,0,0,0,0,0,1,0,195.0,22.0,12.0,0.0,0.0,3.0,220.0
2011-12-01,STAR WOODEN CHRISTMAS DECORATION,20,2,0,0,0,1,0,0,1,0,581.0,41.0,16.0,0.0,0.0,5.0,363.0
2011-12-01,STAR WREATH DECORATION WITH BELL,36,3,0,0,0,1,0,0,1,0,404.0,24.0,16.0,0.0,0.0,6.0,382.0
2011-10-01,STARFISH SOAP DISH,13,2,1,0,0,0,0,0,1,0,2.0,0.0,2.0,0.0,0.0,0.0,6.0
2011-12-01,STARS GIFT TAPE ,29,1,4,0,0,0,0,0,1,0,116.0,10.0,4.0,0.0,0.0,1.0,80.0
2011-12-01,STOOL HOME SWEET HOME ,6,2,0,0,0,1,0,0,1,0,8.0,5.0,0.0,0.0,0.0,2.0,19.0
2011-11-01,STOP FOR TEA WALL ART,28,4,0,0,0,1,0,0,1,0,32.0,7.0,0.0,0.0,0.0,0.0,73.0
2011-12-01,STORAGE TIN VINTAGE DOILY ,22,6,1,0,0,0,0,0,1,0,231.0,28.0,6.0,0.0,0.0,3.0,122.0
2011-12-01,STORAGE TIN VINTAGE LEAF,20,5,0,0,0,0,0,0,1,0,28.0,9.0,4.0,0.0,0.0,0.0,215.0
2011-12-01,STRAWBERRIES  DESIGN FLANNEL ,30,1,2,0,0,1,0,0,1,0,54.0,8.0,13.0,0.0,0.0,0.0,32.0
2011-12-01,STRAWBERRY   PICNIC BAG,116,5,0,0,0,1,0,0,1,0,26.0,8.0,1.0,0.0,0.0,1.0,116.0
2011-12-01,STRAWBERRY BATH SPONGE ,25,0,5,0,0,0,0,0,1,0,221.0,20.0,11.0,0.0,0.0,11.0,82.0
2011-12-01,STRAWBERRY CERAMIC TRINKET BOX,273,12,6,0,0,3,0,0,1,0,742.0,18.0,7.0,0.0,0.0,0.0,726.0
2011-11-01,STRAWBERRY CERAMIC TRINKET POT,696,35,24,0,0,7,0,0,1,0,115.0,9.0,7.0,0.0,0.0,3.0,57.0
2011-12-01,STRAWBERRY CHARLOTTE BAG,412,11,5,1,0,1,0,0,1,0,1286.0,40.0,28.0,1.0,0.0,9.0,930.0
2011-12-01,STRAWBERRY DREAM CHILDS UMBRELLA,1,1,0,0,0,0,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,6.0
2011-12-01,STRAWBERRY FAIRY CAKE TEAPOT,0,6,1,0,0,0,0,0,1,0,58.0,19.0,1.0,0.0,0.0,0.0,50.0
2011-12-01,STRAWBERRY HONEYCOMB  GARLAND ,33,4,2,0,0,0,1,0,0,0,20.0,4.0,3.0,0.0,0.0,0.0,65.0
2011-12-01,STRAWBERRY LUNCH BOX WITH CUTLERY,168,11,2,1,0,1,0,0,1,0,316.0,45.0,15.0,1.0,0.0,4.0,284.0
2011-12-01,STRAWBERRY RAFFIA FOOD COVER,5,0,2,0,0,0,1,0,0,0,130.0,8.0,11.0,0.0,0.0,2.0,77.0
2011-12-01,STRAWBERRY SHOPPER BAG,74,5,3,0,0,0,0,0,1,0,194.0,22.0,13.0,0.0,0.0,3.0,192.0
2011-11-01,STRAWBRY SCENTED VOTIVE CANDLE,24,1,0,0,0,0,0,0,1,0,21.0,1.0,0.0,0.0,0.0,0.0,114.0
2011-11-01,STRING OF STARS CARD HOLDER,24,1,0,0,0,0,1,0,0,0,15.0,3.0,0.0,0.0,0.0,0.0,3.0
2011-12-01,STRIPES DESIGN MONKEY DOLL,2,1,1,0,0,0,0,0,1,0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
2011-12-01,STRIPES DESIGN TEDDY,3,2,0,0,0,0,1,0,0,0,9.0,5.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,STRIPEY CHOCOLATE NESTING BOXES,13,3,1,0,0,0,1,0,0,0,18.0,5.0,7.0,0.0,0.0,0.0,36.0
2011-12-01,SUKI  SHOULDER BAG,234,7,10,0,0,1,0,0,1,0,493.0,19.0,37.0,0.0,0.0,10.0,233.0
2011-12-01,SUMMER BUTTERFLIES BAG CHARM,3,0,1,0,0,0,1,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,4.0
2011-12-01,SUMMER DAISIES BAG CHARM,7,0,4,0,0,0,1,0,0,0,49.0,4.0,2.0,0.0,0.0,0.0,15.0
2011-12-01,SUNFLOWER DECORATIVE PARASOL,4,1,3,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,0.0,0.0,14.0
2011-12-01,SUNSET CHECK HAMMOCK,1,1,0,0,0,0,0,0,1,0,2.0,0.0,2.0,0.0,0.0,0.0,16.0
2011-12-01,SUNSET COLOUR CHUNKY KNITTED THROW,2,0,2,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,5.0
2011-12-01,SWALLOW SQUARE TISSUE BOX,38,2,1,0,0,0,1,0,0,0,91.0,35.0,2.0,0.0,0.0,0.0,332.0
2011-12-01,SWALLOW WOODEN CHRISTMAS DECORATION,1,0,1,0,0,0,0,0,1,0,465.0,32.0,14.0,0.0,0.0,3.0,376.0
2011-12-01,SWALLOWS GREETING CARD,180,10,0,0,0,0,0,0,1,0,1148.0,31.0,3.0,0.0,0.0,3.0,378.0
2011-12-01,SWEET PUDDING STICKER SHEET,3,1,1,0,0,0,1,0,0,0,5.0,1.0,4.0,0.0,0.0,0.0,6.0
2011-12-01,SWEETHEART 3 TIER CAKE STAND ,19,4,0,0,0,1,0,0,1,0,45.0,30.0,11.0,0.0,0.0,2.0,54.0
2011-11-01,SWEETHEART BIRD HOUSE,67,29,4,0,0,1,0,0,1,0,105.0,36.0,4.0,0.0,0.0,0.0,132.0
2011-12-01,SWEETHEART CAKESTAND 3 TIER,20,4,1,0,0,1,0,0,1,0,23.0,9.0,1.0,0.0,0.0,0.0,88.0
2011-12-01,SWEETHEART CERAMIC TRINKET BOX,170,12,6,0,0,2,0,0,1,0,566.0,39.0,15.0,0.0,0.0,7.0,444.0
2011-11-01,SWEETHEART CREAM STEEL TABLE RECT,1,1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
2011-12-01,SWEETHEART RECIPE BOOK STAND,8,5,1,0,0,0,0,0,1,0,152.0,31.0,16.0,1.0,0.0,3.0,60.0
2011-11-01,SWEETHEART WALL TIDY ,29,22,0,0,0,0,0,0,1,0,22.0,12.0,0.0,0.0,0.0,0.0,8.0
2011-12-01,SWEETHEART WIRE FRUIT BOWL,1,1,0,0,0,0,1,0,0,0,11.0,5.0,2.0,0.0,0.0,1.0,30.0
2011-12-01,SWEETHEART WIRE MAGAZINE RACK,6,3,0,0,0,0,0,0,1,0,19.0,10.0,1.0,0.0,0.0,2.0,19.0
2011-12-01,SWEETHEART WIRE WALL TIDY,4,2,0,0,0,1,0,0,1,0,10.0,4.0,1.0,0.0,0.0,0.0,14.0
2011-12-01,SWEETIES  STICKERS,12,1,0,0,0,0,0,0,1,0,15.0,2.0,1.0,0.0,0.0,0.0,9.0
2011-12-01,SWIRLY CIRCULAR RUBBERS IN BAG,3,1,1,0,0,0,1,0,0,0,42.0,5.0,6.0,0.0,0.0,2.0,29.0
2011-12-01,SWISS CHALET TREE DECORATION ,85,4,3,0,0,0,0,0,1,0,130.0,9.0,4.0,0.0,0.0,0.0,198.0
2011-11-01,SWISS ROLL TOWEL PINK  SPOTS,74,3,1,0,0,2,0,0,1,0,501.0,6.0,0.0,0.0,0.0,3.0,26.0
2011-12-01,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",14,1,2,0,0,0,0,0,1,0,42.0,3.0,3.0,0.0,0.0,1.0,77.0
2011-12-01,"SWISS ROLL TOWEL, PINK  SPOTS",11,0,2,0,0,0,1,0,0,0,12.0,0.0,3.0,0.0,0.0,0.0,87.0
2011-12-01,T-LIGHT GLASS FLUTED ANTIQUE,168,7,0,0,0,0,0,0,1,0,1031.0,48.0,12.0,0.0,0.0,1.0,413.0
2011-12-01,T-LIGHT HOLDER HANGING LACE,3,1,0,0,0,0,1,0,0,0,21.0,9.0,1.0,0.0,0.0,0.0,56.0
2011-11-01,T-LIGHT HOLDER HANGING LOVE BIRD,260,37,3,0,0,3,0,0,1,0,171.0,28.0,1.0,0.0,0.0,3.0,37.0
2011-11-01,T-LIGHT HOLDER SILVER HEART HANDLE,53,7,4,0,0,0,0,0,1,0,42.0,3.0,0.0,0.0,0.0,0.0,23.0
2011-12-01,T-LIGHT HOLDER SWEETHEART HANGING,19,6,0,0,0,0,0,0,1,0,64.0,12.0,2.0,0.0,0.0,0.0,55.0
2011-12-01,T-LIGHT HOLDER WHITE LACE,39,0,2,0,0,0,1,0,0,0,10.0,0.0,6.0,0.0,0.0,0.0,56.0
2011-11-01,TABLE LAMP WHITE SHADE WOOD BASE,4,2,0,0,0,0,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,TABLECLOTH RED APPLES DESIGN ,27,5,0,0,0,1,0,0,1,0,13.0,8.0,0.0,0.0,0.0,0.0,19.0
