,YYYYMM,Description,Quantity,Demand Pattern,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,product_cluster
43441,201104,SPACEBOY ROCKET LOLLY MAKERS,7,Lumpy,6,1,0,0,0,0
43442,201105,SPACEBOY ROCKET LOLLY MAKERS,117,Lumpy,19,2,0,0,96,0
43443,201106,SPACEBOY ROCKET LOLLY MAKERS,24,Lumpy,19,5,0,0,0,0
43444,201107,SPACEBOY ROCKET LOLLY MAKERS,13,Lumpy,13,0,0,0,0,0
43445,201108,SPACEBOY ROCKET LOLLY MAKERS,-6,Lumpy,-24,17,1,0,0,0
43446,201109,SPACEBOY ROCKET LOLLY MAKERS,228,Lumpy,121,5,96,0,6,0
43447,201110,SPACEBOY ROCKET LOLLY MAKERS,62,Lumpy,55,7,0,0,0,0
43448,201111,SPACEBOY ROCKET LOLLY MAKERS,146,Lumpy,112,34,0,0,0,0
43449,201112,SPACEBOY ROCKET LOLLY MAKERS,12,Lumpy,12,0,0,0,0,0
43450,201002,SPACEBOY TV DINNER TRAY,1,Lumpy,1,0,0,0,0,0
43451,201003,SPACEBOY TV DINNER TRAY,1,Lumpy,1,0,0,0,0,0
43452,201005,SPACEBOY TV DINNER TRAY,3,Lumpy,3,0,0,0,0,0
43453,201006,SPACEBOY TV DINNER TRAY,1,Lumpy,0,1,0,0,0,0
43454,201007,SPACEBOY TV DINNER TRAY,4,Lumpy,0,4,0,0,0,0
43455,201008,SPACEBOY TV DINNER TRAY,2,Lumpy,2,0,0,0,0,0
43456,201009,SPACEBOY TV DINNER TRAY,1,Lumpy,1,0,0,0,0,0
43457,201010,SPACEBOY TV DINNER TRAY,1,Lumpy,1,0,0,0,0,0
43458,201012,SPACEBOY TV DINNER TRAY,9,Lumpy,-13,6,16,0,0,0
43459,201101,SPACEBOY TV DINNER TRAY,40,Lumpy,21,3,16,0,0,0
43460,201102,SPACEBOY TV DINNER TRAY,15,Lumpy,15,0,0,0,0,0
43461,201103,SPACEBOY TV DINNER TRAY,13,Lumpy,12,1,0,0,0,0
43462,201104,SPACEBOY TV DINNER TRAY,16,Lumpy,8,7,0,0,1,0
43463,201105,SPACEBOY TV DINNER TRAY,27,Lumpy,21,6,0,0,0,0
43464,201106,SPACEBOY TV DINNER TRAY,10,Lumpy,7,2,0,0,1,0
43465,201107,SPACEBOY TV DINNER TRAY,46,Lumpy,6,0,32,0,8,0
43466,201108,SPACEBOY TV DINNER TRAY,5,Lumpy,2,3,0,0,0,0
43467,201109,SPACEBOY TV DINNER TRAY,12,Lumpy,6,3,3,0,0,0
43468,201110,SPACEBOY TV DINNER TRAY,25,Lumpy,2,7,16,0,0,0
43469,201111,SPACEBOY TV DINNER TRAY,33,Lumpy,13,16,0,0,4,0
43470,201112,SPACEBOY TV DINNER TRAY,8,Lumpy,3,2,0,0,3,0
43471,201103,SPACEBOY WALL ART,252,Lumpy,12,0,240,0,0,0
43472,201104,SPACEBOY WALL ART,12,Lumpy,12,0,0,0,0,0
43473,201106,SPACEBOY WALL ART,6,Lumpy,0,0,0,0,6,0
43474,201107,SPACEBOY WALL ART,6,Lumpy,6,0,0,0,0,0
43475,201109,SPACEBOY WALL ART,6,Lumpy,6,0,0,0,0,0
43476,201110,SPACEBOY WALL ART,24,Lumpy,24,0,0,0,0,0
43477,201006,SPOTS ON RED BOOKCOVER TAPE,4,Intermittent,4,0,0,0,0,0
43478,201103,SPOTS ON RED BOOKCOVER TAPE,5,Intermittent,5,0,0,0,0,0
43479,201106,SPOTS ON RED BOOKCOVER TAPE,4,Intermittent,4,0,0,0,0,0
43480,201108,SPOTS ON RED BOOKCOVER TAPE,3,Intermittent,3,0,0,0,0,0
43481,201107,SPOTTED WHITE NATURAL SEED NECKLACE,6,Lumpy,0,0,0,0,6,0
43482,201108,SPOTTED WHITE NATURAL SEED NECKLACE,6,Lumpy,0,0,0,0,6,0
43483,201109,SPOTTED WHITE NATURAL SEED NECKLACE,54,Lumpy,54,0,0,0,0,0
43484,201111,SPOTTED WHITE NATURAL SEED NECKLACE,6,Lumpy,6,0,0,0,0,0
43485,201101,SPOTTY BUNTING,104,Lumpy,87,3,0,0,14,4
43486,201102,SPOTTY BUNTING,133,Lumpy,102,19,0,0,12,4
43487,201103,SPOTTY BUNTING,118,Lumpy,111,5,0,0,2,4
43488,201104,SPOTTY BUNTING,398,Lumpy,212,36,0,0,150,4
43489,201105,SPOTTY BUNTING,1387,Lumpy,1018,104,0,0,265,4
43490,201106,SPOTTY BUNTING,955,Lumpy,745,113,57,0,40,4
43491,201107,SPOTTY BUNTING,1393,Lumpy,750,214,0,0,429,4
43492,201108,SPOTTY BUNTING,1295,Lumpy,802,149,216,0,128,4
43493,201109,SPOTTY BUNTING,975,Lumpy,621,77,50,0,227,4
43494,201110,SPOTTY BUNTING,582,Lumpy,505,48,0,0,29,4
43495,201111,SPOTTY BUNTING,902,Lumpy,740,86,0,0,76,4
43496,201112,SPOTTY BUNTING,146,Lumpy,141,5,0,0,0,4
43497,201001,SPOTTY PINK DUCK DOORSTOP,1,Lumpy,0,1,0,0,0,0
43498,201002,SPOTTY PINK DUCK DOORSTOP,3,Lumpy,3,0,0,0,0,0
43499,201003,SPOTTY PINK DUCK DOORSTOP,2,Lumpy,0,2,0,0,0,0
43500,201006,SPOTTY PINK DUCK DOORSTOP,2,Lumpy,0,2,0,0,0,0
43501,201008,SPOTTY PINK DUCK DOORSTOP,1,Lumpy,0,1,0,0,0,0
43502,201009,SPOTTY PINK DUCK DOORSTOP,3,Lumpy,0,3,0,0,0,0
43503,201012,SPOTTY PINK DUCK DOORSTOP,16,Lumpy,5,11,0,0,0,0
43504,201101,SPOTTY PINK DUCK DOORSTOP,6,Lumpy,3,3,0,0,0,0
43505,201102,SPOTTY PINK DUCK DOORSTOP,24,Lumpy,20,4,0,0,0,0
43506,201103,SPOTTY PINK DUCK DOORSTOP,7,Lumpy,6,1,0,0,0,0
43507,201104,SPOTTY PINK DUCK DOORSTOP,25,Lumpy,8,9,0,0,8,0
43508,201105,SPOTTY PINK DUCK DOORSTOP,29,Lumpy,22,4,0,0,3,0
43509,201106,SPOTTY PINK DUCK DOORSTOP,12,Lumpy,12,0,0,0,0,0
43510,201107,SPOTTY PINK DUCK DOORSTOP,58,Lumpy,55,3,0,0,0,0
43511,201108,SPOTTY PINK DUCK DOORSTOP,24,Lumpy,15,3,0,0,6,0
43512,201109,SPOTTY PINK DUCK DOORSTOP,20,Lumpy,15,3,0,0,2,0
43513,201110,SPOTTY PINK DUCK DOORSTOP,22,Lumpy,13,6,0,0,3,0
43514,201111,SPOTTY PINK DUCK DOORSTOP,30,Lumpy,20,8,0,0,2,0
43515,201112,SPOTTY PINK DUCK DOORSTOP,2,Lumpy,2,0,0,0,0,0
43516,201010,SPRIG LAVENDER ARTIFICIAL FLOWER,48,Lumpy,48,0,0,0,0,0
43517,201012,SPRIG LAVENDER ARTIFICIAL FLOWER,96,Lumpy,96,0,0,0,0,0
43518,201101,SPRIG LAVENDER ARTIFICIAL FLOWER,-4,Lumpy,-4,0,0,0,0,0
43519,201102,SPRIG LAVENDER ARTIFICIAL FLOWER,16,Lumpy,16,0,0,0,0,0
43520,201104,SPRIG LAVENDER ARTIFICIAL FLOWER,8,Lumpy,4,4,0,0,0,0
43521,201007,SQUARE CHERRY BLOSSOM CABINET,4,Erratic,4,0,0,0,0,0
43522,201012,SQUARE CHERRY BLOSSOM CABINET,10,Erratic,10,0,0,0,0,0
43523,201103,SQUARE CHERRY BLOSSOM CABINET,14,Erratic,14,0,0,0,0,0
43524,201104,SQUARE CHERRY BLOSSOM CABINET,6,Erratic,0,0,0,0,6,0
43525,201105,SQUARE CHERRY BLOSSOM CABINET,20,Erratic,20,0,0,0,0,0
43526,201106,SQUARE CHERRY BLOSSOM CABINET,32,Erratic,32,0,0,0,0,0
43527,201107,SQUARE CHERRY BLOSSOM CABINET,13,Erratic,13,0,0,0,0,0
43528,201108,SQUARE CHERRY BLOSSOM CABINET,-8,Erratic,-8,0,0,0,0,0
43529,201109,SQUARE CHERRY BLOSSOM CABINET,8,Erratic,8,0,0,0,0,0
43530,201110,SQUARE CHERRY BLOSSOM CABINET,4,Erratic,4,0,0,0,0,0
43531,201111,SQUARE CHERRY BLOSSOM CABINET,6,Erratic,6,0,0,0,0,0
43532,201001,SQUARE FLOOR CUSHION VINTAGE RED,1,Erratic,1,0,0,0,0,0
43533,201009,SQUARE FLOOR CUSHION VINTAGE RED,1,Erratic,1,0,0,0,0,0
43534,201012,SQUARE FLOOR CUSHION VINTAGE RED,1,Erratic,0,1,0,0,0,0
43535,201101,SQUARE FLOOR CUSHION VINTAGE RED,4,Erratic,2,0,0,0,2,0
43536,201102,SQUARE FLOOR CUSHION VINTAGE RED,11,Erratic,11,0,0,0,0,0
43537,201104,SQUARE FLOOR CUSHION VINTAGE RED,2,Erratic,1,1,0,0,0,0
43538,201105,SQUARE FLOOR CUSHION VINTAGE RED,2,Erratic,2,0,0,0,0,0
43539,201106,SQUARE FLOOR CUSHION VINTAGE RED,3,Erratic,1,2,0,0,0,0
43540,201107,SQUARE FLOOR CUSHION VINTAGE RED,10,Erratic,4,5,0,0,1,0
43541,201108,SQUARE FLOOR CUSHION VINTAGE RED,6,Erratic,1,2,0,0,3,0
43542,201109,SQUARE FLOOR CUSHION VINTAGE RED,4,Erratic,0,2,0,0,2,0
43543,201110,SQUARE FLOOR CUSHION VINTAGE RED,15,Erratic,3,2,0,0,10,0
43544,201111,SQUARE FLOOR CUSHION VINTAGE RED,13,Erratic,2,5,0,0,6,0
43545,201104,SQUARE METAL CANDLEHOLDER BASE,24,Erratic,0,0,0,0,24,0
43546,201107,SQUARE METAL CANDLEHOLDER BASE,1,Erratic,0,0,0,0,1,0
43547,201110,SQUARE METAL CANDLEHOLDER BASE,18,Erratic,18,0,0,0,0,0
43548,201111,SQUARE METAL CANDLEHOLDER BASE,9,Erratic,4,0,0,0,5,0
43549,201101,SQUARE MINI PORTRAIT FRAME,12,Lumpy,12,0,0,0,0,0
43550,201102,SQUARE MINI PORTRAIT FRAME,18,Lumpy,18,0,0,0,0,0
43551,201103,SQUARE MINI PORTRAIT FRAME,6,Lumpy,6,0,0,0,0,0
43552,201104,SQUARE MINI PORTRAIT FRAME,6,Lumpy,6,0,0,0,0,0
43553,201105,SQUARE MINI PORTRAIT FRAME,19,Lumpy,18,1,0,0,0,0
43554,201106,SQUARE MINI PORTRAIT FRAME,18,Lumpy,18,0,0,0,0,0
43555,201108,SQUARE MINI PORTRAIT FRAME,9,Lumpy,7,2,0,0,0,0
43556,201109,SQUARE MINI PORTRAIT FRAME,13,Lumpy,0,1,0,0,12,0
43557,201110,SQUARE MINI PORTRAIT FRAME,81,Lumpy,63,0,0,0,18,0
43558,201111,SQUARE MINI PORTRAIT FRAME,96,Lumpy,85,5,0,0,6,0
43559,201001,SQUARECUSHION COVER PINK UNION FLAG,5,Erratic,1,3,0,0,1,0
43560,201002,SQUARECUSHION COVER PINK UNION FLAG,6,Erratic,6,0,0,0,0,0
43561,201003,SQUARECUSHION COVER PINK UNION FLAG,1,Erratic,0,1,0,0,0,0
43562,201006,SQUARECUSHION COVER PINK UNION FLAG,1,Erratic,1,0,0,0,0,0
43563,201008,SQUARECUSHION COVER PINK UNION FLAG,2,Erratic,2,0,0,0,0,0
43564,201010,SQUARECUSHION COVER PINK UNION FLAG,3,Erratic,3,0,0,0,0,0
43565,201012,SQUARECUSHION COVER PINK UNION FLAG,12,Erratic,10,2,0,0,0,0
43566,201101,SQUARECUSHION COVER PINK UNION FLAG,12,Erratic,6,2,0,0,4,0
43567,201102,SQUARECUSHION COVER PINK UNION FLAG,8,Erratic,8,0,0,0,0,0
43568,201103,SQUARECUSHION COVER PINK UNION FLAG,15,Erratic,13,2,0,0,0,0
43569,201104,SQUARECUSHION COVER PINK UNION FLAG,2,Erratic,2,0,0,0,0,0
43570,201107,SQUARECUSHION COVER PINK UNION FLAG,3,Erratic,3,0,0,0,0,0
43571,201110,SQUARECUSHION COVER PINK UNION FLAG,2,Erratic,2,0,0,0,0,0
43572,201101,SQUARECUSHION COVER PINK UNION JACK,1,Lumpy,1,0,0,0,0,0
43573,201103,SQUARECUSHION COVER PINK UNION JACK,3,Lumpy,3,0,0,0,0,0
43574,201104,SQUARECUSHION COVER PINK UNION JACK,10,Lumpy,4,6,0,0,0,0
43575,201105,SQUARECUSHION COVER PINK UNION JACK,16,Lumpy,0,2,0,0,14,0
43576,201106,SQUARECUSHION COVER PINK UNION JACK,71,Lumpy,65,6,0,0,0,0
43577,201107,SQUARECUSHION COVER PINK UNION JACK,15,Lumpy,12,3,0,0,0,0
43578,201108,SQUARECUSHION COVER PINK UNION JACK,1,Lumpy,0,1,0,0,0,0
43579,201109,SQUARECUSHION COVER PINK UNION JACK,42,Lumpy,42,0,0,0,0,0
43580,201110,SQUARECUSHION COVER PINK UNION JACK,6,Lumpy,5,1,0,0,0,0
43581,201111,SQUARECUSHION COVER PINK UNION JACK,4,Lumpy,2,1,0,0,1,0
43582,201112,SQUARECUSHION COVER PINK UNION JACK,4,Lumpy,1,3,0,0,0,0
43583,201108,ST GEORGE SET OF 10 PARTY LIGHTS,1,,1,0,0,0,0,0
43584,201111,ST GEORGE SET OF 10 PARTY LIGHTS,1,,1,0,0,0,0,0
43585,201006,ST TROPEZ NECKLACE,1,Lumpy,0,1,0,0,0,0
43586,201007,ST TROPEZ NECKLACE,1,Lumpy,0,1,0,0,0,0
43587,201012,ST TROPEZ NECKLACE,2,Lumpy,0,2,0,0,0,0
43588,201101,ST TROPEZ NECKLACE,2,Lumpy,0,2,0,0,0,0
43589,201102,ST TROPEZ NECKLACE,4,Lumpy,0,4,0,0,0,0
43590,201103,ST TROPEZ NECKLACE,8,Lumpy,3,5,0,0,0,0
43591,201104,ST TROPEZ NECKLACE,5,Lumpy,2,3,0,0,0,0
43592,201105,ST TROPEZ NECKLACE,1,Lumpy,0,1,0,0,0,0
43593,201106,ST TROPEZ NECKLACE,2,Lumpy,0,2,0,0,0,0
43594,201108,ST TROPEZ NECKLACE,4,Lumpy,1,3,0,0,0,0
43595,201109,ST TROPEZ NECKLACE,4,Lumpy,3,1,0,0,0,0
43596,201110,ST TROPEZ NECKLACE,4,Lumpy,0,4,0,0,0,0
43597,201111,ST TROPEZ NECKLACE,6,Lumpy,5,1,0,0,0,0
43598,201112,ST TROPEZ NECKLACE,1,Lumpy,0,1,0,0,0,0
43599,201101,STANDING FAIRY POLE SUPPORT ,12,Lumpy,12,0,0,0,0,0
43600,201102,STANDING FAIRY POLE SUPPORT ,26,Lumpy,26,0,0,0,0,0
43601,201103,STANDING FAIRY POLE SUPPORT ,24,Lumpy,24,0,0,0,0,0
43602,201104,STANDING FAIRY POLE SUPPORT ,48,Lumpy,24,0,0,0,24,0
43603,201105,STANDING FAIRY POLE SUPPORT ,48,Lumpy,48,0,0,0,0,0
43604,201106,STANDING FAIRY POLE SUPPORT ,24,Lumpy,24,0,0,0,0,0
43605,201107,STANDING FAIRY POLE SUPPORT ,60,Lumpy,60,0,0,0,0,0
43606,201109,STANDING FAIRY POLE SUPPORT ,48,Lumpy,48,0,0,0,0,0
43607,201110,STANDING FAIRY POLE SUPPORT ,2,Lumpy,2,0,0,0,0,0
43608,201111,STANDING FAIRY POLE SUPPORT ,32,Lumpy,32,0,0,0,0,0
43609,201112,STANDING FAIRY POLE SUPPORT ,24,Lumpy,24,0,0,0,0,0
43610,201001,STAR  T-LIGHT HOLDER ,5,Erratic,5,0,0,0,0,0
43611,201003,STAR  T-LIGHT HOLDER ,27,Erratic,0,3,0,0,24,0
43612,201006,STAR  T-LIGHT HOLDER ,6,Erratic,0,6,0,0,0,0
43613,201007,STAR  T-LIGHT HOLDER ,3,Erratic,0,3,0,0,0,0
43614,201008,STAR  T-LIGHT HOLDER ,13,Erratic,12,1,0,0,0,0
43615,201009,STAR  T-LIGHT HOLDER ,3,Erratic,0,3,0,0,0,0
43616,201010,STAR  T-LIGHT HOLDER ,1,Erratic,0,1,0,0,0,0
43617,201012,STAR  T-LIGHT HOLDER ,16,Erratic,16,0,0,0,0,0
43618,201101,STAR  T-LIGHT HOLDER ,1,Erratic,0,1,0,0,0,0
43619,201104,STAR  T-LIGHT HOLDER ,2,Erratic,2,0,0,0,0,0
43620,201106,STAR  T-LIGHT HOLDER ,14,Erratic,14,0,0,0,0,0
43621,201108,STAR  T-LIGHT HOLDER ,12,Erratic,12,0,0,0,0,0
43622,201109,STAR  T-LIGHT HOLDER ,2,Erratic,2,0,0,0,0,0
43623,201110,STAR  T-LIGHT HOLDER ,18,Erratic,16,2,0,0,0,0
43624,201111,STAR  T-LIGHT HOLDER ,29,Erratic,29,0,0,0,0,0
43625,201112,STAR  T-LIGHT HOLDER ,7,Erratic,0,7,0,0,0,0
43626,201001,STAR DECORATION PAINTED ZINC ,26,Lumpy,26,0,0,0,0,4
43627,201003,STAR DECORATION PAINTED ZINC ,9,Lumpy,0,9,0,0,0,4
43628,201006,STAR DECORATION PAINTED ZINC ,26,Lumpy,0,2,0,0,24,4
43629,201009,STAR DECORATION PAINTED ZINC ,2,Lumpy,2,0,0,0,0,4
43630,201010,STAR DECORATION PAINTED ZINC ,5,Lumpy,0,5,0,0,0,4
43631,201012,STAR DECORATION PAINTED ZINC ,46,Lumpy,44,2,0,0,0,4
43632,201101,STAR DECORATION PAINTED ZINC ,43,Lumpy,30,13,0,0,0,4
43633,201102,STAR DECORATION PAINTED ZINC ,57,Lumpy,50,7,0,0,0,4
43634,201103,STAR DECORATION PAINTED ZINC ,132,Lumpy,112,20,0,0,0,4
43635,201104,STAR DECORATION PAINTED ZINC ,231,Lumpy,214,17,0,0,0,4
43636,201105,STAR DECORATION PAINTED ZINC ,74,Lumpy,24,46,0,0,4,4
43637,201106,STAR DECORATION PAINTED ZINC ,192,Lumpy,172,20,0,0,0,4
43638,201107,STAR DECORATION PAINTED ZINC ,214,Lumpy,60,10,0,0,144,4
43639,201108,STAR DECORATION PAINTED ZINC ,227,Lumpy,198,29,0,0,0,4
43640,201109,STAR DECORATION PAINTED ZINC ,684,Lumpy,379,17,0,0,288,4
43641,201110,STAR DECORATION PAINTED ZINC ,1052,Lumpy,928,121,0,0,3,4
43642,201111,STAR DECORATION PAINTED ZINC ,1618,Lumpy,1106,181,0,0,331,4
43643,201112,STAR DECORATION PAINTED ZINC ,24,Lumpy,19,5,0,0,0,4
43644,201001,STAR DECORATION RUSTIC,3,Lumpy,0,3,0,0,0,1
43645,201003,STAR DECORATION RUSTIC,61,Lumpy,58,3,0,0,0,1
43646,201005,STAR DECORATION RUSTIC,70,Lumpy,70,0,0,0,0,1
43647,201006,STAR DECORATION RUSTIC,104,Lumpy,96,8,0,0,0,1
43648,201007,STAR DECORATION RUSTIC,4,Lumpy,0,4,0,0,0,1
43649,201008,STAR DECORATION RUSTIC,58,Lumpy,48,10,0,0,0,1
43650,201009,STAR DECORATION RUSTIC,1,Lumpy,0,1,0,0,0,1
43651,201012,STAR DECORATION RUSTIC,89,Lumpy,77,12,0,0,0,1
43652,201101,STAR DECORATION RUSTIC,21,Lumpy,7,14,0,0,0,1
43653,201102,STAR DECORATION RUSTIC,52,Lumpy,48,4,0,0,0,1
43654,201103,STAR DECORATION RUSTIC,11,Lumpy,8,3,0,0,0,1
43655,201104,STAR DECORATION RUSTIC,115,Lumpy,39,76,0,0,0,1
43656,201105,STAR DECORATION RUSTIC,120,Lumpy,104,16,0,0,0,1
43657,201106,STAR DECORATION RUSTIC,23,Lumpy,7,16,0,0,0,1
43658,201107,STAR DECORATION RUSTIC,14,Lumpy,10,4,0,0,0,1
43659,201108,STAR DECORATION RUSTIC,239,Lumpy,216,23,0,0,0,1
43660,201109,STAR DECORATION RUSTIC,430,Lumpy,420,10,0,0,0,1
43661,201110,STAR DECORATION RUSTIC,321,Lumpy,315,6,0,0,0,1
43662,201111,STAR DECORATION RUSTIC,658,Lumpy,616,38,0,0,4,1
43663,201112,STAR DECORATION RUSTIC,12,Lumpy,12,0,0,0,0,1
43664,201001,STAR PORTABLE TABLE LIGHT ,15,Lumpy,14,1,0,0,0,0
43665,201002,STAR PORTABLE TABLE LIGHT ,108,Lumpy,108,0,0,0,0,0
43666,201005,STAR PORTABLE TABLE LIGHT ,2,Lumpy,2,0,0,0,0,0
43667,201006,STAR PORTABLE TABLE LIGHT ,14,Lumpy,12,2,0,0,0,0
43668,201008,STAR PORTABLE TABLE LIGHT ,2,Lumpy,2,0,0,0,0,0
43669,201009,STAR PORTABLE TABLE LIGHT ,14,Lumpy,13,1,0,0,0,0
43670,201010,STAR PORTABLE TABLE LIGHT ,7,Lumpy,6,1,0,0,0,0
43671,201012,STAR PORTABLE TABLE LIGHT ,20,Lumpy,16,4,0,0,0,0
43672,201101,STAR PORTABLE TABLE LIGHT ,2,Lumpy,0,2,0,0,0,0
43673,201102,STAR PORTABLE TABLE LIGHT ,5,Lumpy,5,0,0,0,0,0
43674,201103,STAR PORTABLE TABLE LIGHT ,-3,Lumpy,-4,1,0,0,0,0
43675,201104,STAR PORTABLE TABLE LIGHT ,3,Lumpy,0,0,0,0,3,0
43676,201105,STAR PORTABLE TABLE LIGHT ,4,Lumpy,0,4,0,0,0,0
43677,201106,STAR PORTABLE TABLE LIGHT ,52,Lumpy,50,2,0,0,0,0
43678,201107,STAR PORTABLE TABLE LIGHT ,18,Lumpy,15,3,0,0,0,0
43679,201108,STAR PORTABLE TABLE LIGHT ,6,Lumpy,2,4,0,0,0,0
43680,201109,STAR PORTABLE TABLE LIGHT ,14,Lumpy,14,0,0,0,0,0
43681,201111,STAR PORTABLE TABLE LIGHT ,6,Lumpy,0,0,0,0,6,0
43682,201112,STAR PORTABLE TABLE LIGHT ,2,Lumpy,2,0,0,0,0,0
43683,201101,STAR T-LIGHT HOLDER WILLIE WINKIE,16,Lumpy,15,1,0,0,0,0
43684,201102,STAR T-LIGHT HOLDER WILLIE WINKIE,39,Lumpy,36,3,0,0,0,0
43685,201103,STAR T-LIGHT HOLDER WILLIE WINKIE,27,Lumpy,27,0,0,0,0,0
43686,201104,STAR T-LIGHT HOLDER WILLIE WINKIE,29,Lumpy,29,0,0,0,0,0
43687,201105,STAR T-LIGHT HOLDER WILLIE WINKIE,42,Lumpy,28,0,0,0,14,0
43688,201106,STAR T-LIGHT HOLDER WILLIE WINKIE,39,Lumpy,39,0,0,0,0,0
43689,201107,STAR T-LIGHT HOLDER WILLIE WINKIE,72,Lumpy,48,0,0,0,24,0
43690,201108,STAR T-LIGHT HOLDER WILLIE WINKIE,86,Lumpy,72,14,0,0,0,0
43691,201109,STAR T-LIGHT HOLDER WILLIE WINKIE,301,Lumpy,284,4,0,0,13,0
43692,201110,STAR T-LIGHT HOLDER WILLIE WINKIE,274,Lumpy,258,1,0,0,15,0
43693,201111,STAR T-LIGHT HOLDER WILLIE WINKIE,195,Lumpy,173,18,0,0,4,0
43694,201112,STAR T-LIGHT HOLDER WILLIE WINKIE,60,Lumpy,60,0,0,0,0,0
43695,201001,STAR WOODEN CHRISTMAS DECORATION,41,Lumpy,36,5,0,0,0,1
43696,201002,STAR WOODEN CHRISTMAS DECORATION,12,Lumpy,12,0,0,0,0,1
43697,201003,STAR WOODEN CHRISTMAS DECORATION,21,Lumpy,10,11,0,0,0,1
43698,201005,STAR WOODEN CHRISTMAS DECORATION,32,Lumpy,32,0,0,0,0,1
43699,201006,STAR WOODEN CHRISTMAS DECORATION,59,Lumpy,5,18,0,0,36,1
43700,201007,STAR WOODEN CHRISTMAS DECORATION,8,Lumpy,0,8,0,0,0,1
43701,201008,STAR WOODEN CHRISTMAS DECORATION,5,Lumpy,2,3,0,0,0,1
43702,201009,STAR WOODEN CHRISTMAS DECORATION,37,Lumpy,26,11,0,0,0,1
43703,201010,STAR WOODEN CHRISTMAS DECORATION,13,Lumpy,6,7,0,0,0,1
43704,201012,STAR WOODEN CHRISTMAS DECORATION,60,Lumpy,25,35,0,0,0,1
43705,201101,STAR WOODEN CHRISTMAS DECORATION,111,Lumpy,96,15,0,0,0,1
43706,201102,STAR WOODEN CHRISTMAS DECORATION,140,Lumpy,132,8,0,0,0,1
43707,201103,STAR WOODEN CHRISTMAS DECORATION,39,Lumpy,33,4,0,0,2,1
43708,201104,STAR WOODEN CHRISTMAS DECORATION,107,Lumpy,104,2,0,0,1,1
43709,201105,STAR WOODEN CHRISTMAS DECORATION,82,Lumpy,51,21,0,0,10,1
43710,201106,STAR WOODEN CHRISTMAS DECORATION,28,Lumpy,25,3,0,0,0,1
43711,201107,STAR WOODEN CHRISTMAS DECORATION,42,Lumpy,39,3,0,0,0,1
43712,201108,STAR WOODEN CHRISTMAS DECORATION,657,Lumpy,612,21,0,0,24,1
43713,201109,STAR WOODEN CHRISTMAS DECORATION,317,Lumpy,307,8,0,0,2,1
43714,201110,STAR WOODEN CHRISTMAS DECORATION,277,Lumpy,223,16,0,0,38,1
43715,201111,STAR WOODEN CHRISTMAS DECORATION,581,Lumpy,450,45,0,0,86,1
43716,201112,STAR WOODEN CHRISTMAS DECORATION,20,Lumpy,18,0,0,0,2,1
43717,201101,STAR WREATH DECORATION WITH BELL,29,Lumpy,5,0,0,0,24,1
43718,201102,STAR WREATH DECORATION WITH BELL,61,Lumpy,36,1,0,0,24,1
43719,201103,STAR WREATH DECORATION WITH BELL,48,Lumpy,41,3,0,0,4,1
43720,201104,STAR WREATH DECORATION WITH BELL,25,Lumpy,16,1,0,0,8,1
43721,201105,STAR WREATH DECORATION WITH BELL,73,Lumpy,73,0,0,0,0,1
43722,201106,STAR WREATH DECORATION WITH BELL,34,Lumpy,33,1,0,0,0,1
43723,201107,STAR WREATH DECORATION WITH BELL,96,Lumpy,96,0,0,0,0,1
43724,201108,STAR WREATH DECORATION WITH BELL,267,Lumpy,250,15,0,0,2,1
43725,201109,STAR WREATH DECORATION WITH BELL,173,Lumpy,155,10,0,0,8,1
43726,201110,STAR WREATH DECORATION WITH BELL,425,Lumpy,410,7,0,0,8,1
43727,201111,STAR WREATH DECORATION WITH BELL,404,Lumpy,334,50,0,0,20,1
43728,201112,STAR WREATH DECORATION WITH BELL,36,Lumpy,33,0,0,0,3,1
43729,201010,STARFISH SOAP DISH,1,Lumpy,0,1,0,0,0,0
43730,201101,STARFISH SOAP DISH,3,Lumpy,0,3,0,0,0,0
43731,201102,STARFISH SOAP DISH,8,Lumpy,6,2,0,0,0,0
43732,201103,STARFISH SOAP DISH,13,Lumpy,13,0,0,0,0,0
43733,201104,STARFISH SOAP DISH,3,Lumpy,0,3,0,0,0,0
43734,201105,STARFISH SOAP DISH,4,Lumpy,4,0,0,0,0,0
43735,201106,STARFISH SOAP DISH,14,Lumpy,13,1,0,0,0,0
43736,201107,STARFISH SOAP DISH,5,Lumpy,5,0,0,0,0,0
43737,201108,STARFISH SOAP DISH,8,Lumpy,6,2,0,0,0,0
43738,201109,STARFISH SOAP DISH,2,Lumpy,0,2,0,0,0,0
43739,201110,STARFISH SOAP DISH,13,Lumpy,12,1,0,0,0,0
43740,201001,STARS GIFT TAPE ,79,Lumpy,79,0,0,0,0,1
43741,201002,STARS GIFT TAPE ,24,Lumpy,24,0,0,0,0,1
43742,201003,STARS GIFT TAPE ,3,Lumpy,1,2,0,0,0,1
43743,201005,STARS GIFT TAPE ,12,Lumpy,12,0,0,0,0,1
43744,201009,STARS GIFT TAPE ,2,Lumpy,2,0,0,0,0,1
43745,201010,STARS GIFT TAPE ,3,Lumpy,0,3,0,0,0,1
43746,201012,STARS GIFT TAPE ,246,Lumpy,157,41,0,0,48,1
43747,201101,STARS GIFT TAPE ,320,Lumpy,192,116,0,0,12,1
43748,201102,STARS GIFT TAPE ,25,Lumpy,24,1,0,0,0,1
